 Case6_2
 Blade sections Data:
 ---------------------

section  span            betaZ*le(deg)    betaZ*te(deg)    betaM*le(deg)    betaM*te(deg)      chord [mm]  sweep       lean        area[mm^2]  lethk [mm]  tethk [mm] throat [mm]  (r*delta_theta)WT  Geom Zweifel  le/te/btween/none
   1     0.00000000        0.00000000     -17.03073650       0.00000000     -16.90885248      29.71328270  0.00000000  0.29389263 ***********  1.64277817  1.64277817 14.33849958  0.31415927        -0.32867082    btwee
   2     0.04338745        0.00000000     -12.19917510       0.00000000     -12.18034466      29.28673320  0.00000000  0.29389263 ***********  1.48060749  1.48060749 16.00536930  0.31415927        -0.26857549    btwee
   3     0.09166681        0.00000000      -9.01965692       0.00000000      -9.01822917      29.07824342  0.00000000  0.29389263 ***********  1.35065523  1.35065523 17.66306299  0.31415927        -0.22032447    btwee
   4     0.14180684        0.00000000      -7.07246272       0.00000000      -7.07222739      28.95837405  0.00000000  0.29389263 ***********  1.24343857  1.24343857 19.31583075  0.31415927        -0.18861406    btwee
   5     0.19287314        0.00000000      -5.45114574       0.00000000      -5.44925001      28.87254417  0.00000000  0.29389263 ***********  1.15287400  1.15287400 20.96067538  0.31415927        -0.15725078    btwee
   6     0.24429914        0.00000000      -4.04694512       0.00000000      -4.04405038      28.79812544  0.00000000  0.29389263 ***********  1.07566162  1.07566162 22.58983303  0.31415927        -0.12534108    btwee
   7     0.29570585        0.00000000      -2.91310861       0.00000000      -2.91019110      28.73293097  0.00000000  0.29389263 ***********  1.00894022  1.00894022 24.20122547  0.31415927        -0.09628280    btwee
   8     0.34684875        0.00000000      -1.95245885       0.00000000      -1.95024591      28.67291821  0.00000000  0.29389263 ***********  0.95102773  0.95102773 25.78788309  0.31415927        -0.06850278    btwee
   9     0.39758621        0.00000000      -1.17914150       0.00000000      -1.17781972      28.62618092  0.00000000  0.29389263 ***********  0.90060891  0.90060891 27.34749855  0.31415927        -0.04370387    btwee
  10     0.44785993        0.00000000      -0.54450459       0.00000000      -0.54395877      28.60196249  0.00000000  0.29389263 ***********  0.85665103  0.85665103 28.87982134  0.31415927        -0.02122335    btwee
  11     0.49767092        0.00000000      -0.03915623       0.00000000      -0.03912407      28.61059030  0.00000000  0.29389263 ***********  0.81835838  0.81835838 30.38585469  0.31415927        -0.00159798    btwee
  12     0.54706199        0.00000000       0.27859378       0.00000000       0.27842240      28.66709128  0.00000000  0.29389263 ***********  0.78519649  0.78519649 31.86789742  0.31415927         0.01185203    btwee
  13     0.59610282        0.00000000       0.94371587       0.00000000       0.94332685      28.79990472  0.00000000  0.29389263 ***********  0.75714325  0.75714325 33.32606050  0.31415927         0.04163854    btwee
  14     0.64488314        0.00000000       1.53983149       0.00000000       1.53946757      29.03895462  0.00000000  0.29389263 96.10273628  0.73430142  0.73430142 34.75919597  0.31415927         0.07004969    btwee
  15     0.69351622        0.00000000       2.05988891       0.00000000       2.05967184      29.41438442  0.00000000  0.29389263 91.56982732  0.71676233  0.71676233 36.16705362  0.31415927         0.09598532    btwee
  16     0.74214527        0.00000000       2.54375107       0.00000000       2.54368367      29.96081782  0.00000000  0.29389263 88.49564469  0.70461352  0.70461352 37.55238823  0.31415927         0.12054289    btwee
  17     0.79095034        0.00000000       2.97480531       0.00000000       2.97480519      30.70627784  0.00000000  0.29389263 86.79679810  0.69780218  0.69780218 38.91921128  0.31415927         0.14229603    btwee
  18     0.84016821        0.00000000       3.33922946       0.00000000       3.33916423      31.63646719  0.00000000  0.29389263 86.18209441  0.69531204  0.69531204 40.27818984  0.31415927         0.16023858    btwee
  19     0.89017971        0.00000000       3.61210002       0.00000000       3.61183736      32.72160385  0.00000000  0.29389263 86.32431632  0.69587332  0.69587332 41.64582423  0.31415927         0.17313196    btwee
  20     0.94188711        0.00000000       3.79787866       0.00000000       3.79734029      33.94612255  0.00000000  0.29389263 86.94699664  0.69836969  0.69836969 43.05503984  0.31415927         0.18133400    btwee
  21     1.00000000        0.00000000       3.89706391       0.00000000       3.89619236      35.39466199  0.00000000  0.29389263 87.79331391  0.70175538  0.70175538 44.65566065  0.31415927         0.18513462    btwee
 Total Volume of the blade =   16821.116454362858      [m^3]
